"id","name","image","parts_type","color","offset_x","offset_y","offset_scale","power_type","power","duration","caption","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
576,"セーラースイムアンダー（紺）","swim_u_a002a_p64",11,0,0,0,100,0,0,0,,"Sailor Swim Bottom (Aqua blue)","Bas de maillot de bain (bleu foncé)",,"水手服泳装下衣(海蓝)","水手服泳裝下衣(海藍)",,,,,,,,,
577,"セーラースイムアンダー（翡翠）","swim_u_a002b_p64",11,0,0,0,100,0,0,0,,"Sailor Swim Bottom (Emerald)","Bas de maillot de bain (jade)",,"水手服泳装下衣(翡翠)","水手服泳裝下衣(翡翠)",,,,,,,,,
578,"セーラースイムアンダー（黒）","swim_u_a002c_p64",11,0,0,0,100,0,0,0,,"Sailor Swim Bottom (Black)","Bas de maillot de bain (noir)",,"水手服泳装下衣(黑)","水手服泳裝下衣(黑)",,,,,,,,,
579,"リボンビーチサンダル（紺）","shoes_x012a_p51+shoes_x012a_p62",13,0,0,0,100,0,0,0,,"Ribbon Beach Sandals (Aqua blue)","Sandales de plage (bleu foncé)",,"蝴蝶结海滩凉鞋(海蓝)","蝴蝶結海灘涼鞋(海藍)",,,,,,,,,
580,"リボンビーチサンダル（翡翠）","shoes_x012b_p51+shoes_x012b_p62",13,0,0,0,100,0,0,0,,"Ribbon Beach Sandals (Emerald)","Sandales de plage (jade)",,"蝴蝶结海滩凉鞋(翡翠)","蝴蝶結海灘涼鞋(翡翠)",,,,,,,,,
581,"リボンビーチサンダル（黒）","shoes_x012c_p51+shoes_x012c_p62",13,0,0,0,100,0,0,0,,"Ribbon Beach Sandals (Black)","Sandales de plage (noir)",,"蝴蝶结海滩凉鞋(黑)","蝴蝶結海灘涼鞋(黑)",,,,,,,,,
582,"イデリハの手提げ人形","basket_z158a_p78",21,0,0,0,100,0,0,0,,"Ideriha Doll","Poupée d'Ideriha",,"出叶的手提公仔","出葉的手提公仔",,,,,,,,,
583,"クロヴィスの頭のせ人形","hat_z160a_p112",20,0,0,0,100,0,0,0,,"Clovis Stacking Doll","Poupée de Clovis (Coiffure)",,"克洛维斯的趴头娃娃","克洛維斯的趴頭娃娃",,,,,,,,,
584,"オウラン（白黒）の頭のせ人形","hat_z156a_p112",20,0,0,0,100,0,0,0,,"Orang (White and Black) Stacking Doll","Poupée d'Oran (noir et blanc) (Coiffure)",,"奥兰(黑白)的趴头娃娃","奧蘭(黑白)的趴頭娃娃",,,,,,,,,
585,"アリアーヌの頭のせ人形","hat_z163a_p112",20,0,0,0,100,0,0,0,,"Ariane Stacking Doll","Poupée d'Arianne (Coiffure)",,"艾莉亚娜的趴头娃娃","艾莉亞娜的趴頭娃娃",,,,,,,,,
586,"ルディアのブーツ","shoes_z047a_p51+shoes_z047a_p62",13,0,0,0,100,0,0,0,,"Rudia's Boots","Bottes de Rudia",,"露缇亚的鞋子","露緹亞的鞋子",,,,,,,,,
587,"ルディアの服","dress_z047a_p33+dress_z047a_p67+dress_z047a_p87+dress_z047a_p48+dress_z047a_p59",12,0,0,0,100,0,0,0,,"Rudia's Clothes","Vêtement de Rudia",,"露缇亚的服装","露緹亞的服裝",,,,,,,,,
588,"ルディアのマフラー","mant_z047a_p91+mant_z047a_p21",23,0,0,0,100,0,0,0,,"Rudia's Scarf","Écharpe de Rudia",,"露缇亚的围巾","露緹亞的圍巾",,,,,,,,,
589,"ヴィルヘルムのブーツ","shoes_z048a_p51+shoes_z048a_p62",13,0,0,0,100,0,0,0,,"Wilhelm's Boots","Bottes de Wilhelm",,"威廉的鞋子","威廉的鞋子",,,,,,,,,
590,"ヴィルヘルムのトラウザ","skirt_z048a_p48+skirt_z048a_p59",11,0,0,0,100,0,0,0,,"Wilhelm's Trousers","Pantalon de Wilhelm",,"威廉的长裤","威廉的長褲",,,,,,,,,
591,"ヴィルヘルムの上着","blouse_z048a_p33+blouse_z048a_p40+blouse_z048a_p67+blouse_z048a_p87",10,0,0,0,100,0,0,0,,"Wilhelm's Coat","Veste de Wilhelm",,"威廉的上衣","威廉的上衣",,,,,,,,,
592,"メリーの靴","shoes_z049a_p51+shoes_z049a_p62",13,0,0,0,100,0,0,0,,"Mary's Boots","Chaussures de Merry",,"梅莉的鞋子","梅莉的鞋子",,,,,,,,,
593,"メリーの服","dress_z049a_p33+dress_z049a_p67+dress_z049a_p87",12,0,0,0,100,0,0,0,,"Mary's Clothes","Vêtement de Merry",,"梅莉的服装","梅莉的服裝",,,,,,,,,
594,"メリーの帽子","hat_z049a_p112",20,0,0,0,100,0,0,0,,"Mary's Fedora","Chapeau de Merry",,"梅莉的帽子","梅莉的帽子",,,,,,,,,
595,"メレンの頭のせ人形","hat_z121a_p112",20,0,0,0,100,0,0,0,,"Melen Stacking Doll","Poupée de Melen (Coiffure)",,"梅伦的趴头娃娃","梅倫的趴頭娃娃",,,,,,,,,
596,"ナディーンの頭のせ人形","hat_z153a_p112",20,0,0,0,100,0,0,0,,"Nadine Stacking Doll","Poupée de Nadine (Coiffure)",,"娜汀的趴头娃娃","娜汀的趴頭娃娃",,,,,,,,,
597,"フリードリヒの頭のせ人形","hat_z114a_p112",20,0,0,0,100,0,0,0,,"Friedrich Stacking Doll","Poupée de Friedrich (Coiffure)",,"弗雷特里西的趴头娃娃","弗雷特里西的趴頭娃娃",,,,,,,,,
598,"アリステリアの頭のせ人形","hat_z161a_p112",20,0,0,0,100,0,0,0,,"Alicetaria Stacking Doll","Poupée d'Aristeria (Coiffure)",,"艾莉丝泰莉雅的趴头娃娃","艾莉絲泰莉雅的趴頭娃娃",,,,,,,,,
599,"シラーリーの手提げ人形","basket_z159a_p78",21,0,0,0,100,0,0,0,,"Schillerlee Doll","Poupée de Schillerlee",,"希拉莉的手提公仔","希拉莉的手提公仔",,,,,,,,,
600,"イヴリンのブーツ","shoes_z038a_p52+shoes_z038a_p62",13,0,0,0,100,0,0,0,,"Evelyn's Boots","Bottes d'Evelyn",,"伊芙琳的鞋子","伊芙琳的鞋子",,,,,,,,,
601,"イヴリンのマント","mant_z038a_p91+mant_z038a_p21",12,0,0,0,100,0,0,0,,"Evelyn's Cape","Manteau d'Evelyn",,"伊芙琳的披风","伊芙琳的披風",,,,,,,,,
602,"イヴリンのワンピース","dress_z038a_p33+dress_z038a_p67+dress_z038a_p87+dress_z038a_p48+dress_z038a_p59",12,0,0,0,100,0,0,0,,"Evelyn's Dress","Robe d'Evelyn",,"伊芙琳的洋装","伊芙琳的洋裝",,,,,,,,,
603,"コンラッドのブーツ","shoes_z042a_p42+shoes_z042a_p51+shoes_z042a_p62",13,0,0,0,100,0,0,0,,"Konrad's Boots","Bottes de Konrad",,"康拉德的鞋子","康拉德的鞋子",,,,,,,,,
604,"コンラッドのパンツ","skirt_z042a_p48+skirt_z042a_p59",11,0,0,0,100,0,0,0,,"Konrad's Trousers","Pantalon de Konrad",,"康拉德的裤子","康拉德的褲子",,,,,,,,,
605,"コンラッドの上着","blouse_z042a_p33+blouse_z042a_p40+blouse_z042a_p67+blouse_z042a_p87",10,0,0,0,100,0,0,0,,"Konrad's Coat","Veste de Konrad",,"康拉德的上衣","康拉德的上衣",,,,,,,,,
606,"コンラッドの髪型","hair_z042a_p108+hair_z042a_p18",3,0,0,0,100,0,0,0,,"Konrad's Hairstyle","Cheveux de Konrad",,"康拉德的发型","康拉德的髮型",,,,,,,,,
607,"ノイクロームの頭のせ人形","hat_z157a_p112",20,0,0,0,100,0,0,0,,"Noichrome Stacking Doll","Poupée de Noichrome (Coiffure)",,"诺伊库洛姆的趴头娃娃","諾伊庫洛姆的趴頭娃娃",,,,,,,,,
608,"イデリハの頭のせ人形","hat_z158a_p112",20,0,0,0,100,0,0,0,,"Ideriha Stacking Doll","Poupée d'Ideriha (Coiffure)",,"出叶的趴头娃娃","出葉的趴頭娃娃",,,,,,,,,
609,"マルグリッドの頭のせ人形","hat_z115a_p112",20,0,0,0,100,0,0,0,,"Marguerite Stacking Doll","Poupée de Marguerite (Coiffure)",,"玛格莉特的趴头娃娃","瑪格莉特的趴頭娃娃",,,,,,,,,
610,"ディノの頭のせ人形","hat_z154a_p112",20,0,0,0,100,0,0,0,,"Dino Stacking Doll","Poupée de Dino (Coiffure)",,"迪诺的趴头娃娃","迪諾的趴頭娃娃",,,,,,,,,
611,"人形の靴（青）","shoes_a000b_p51+shoes_a000b_p62",13,0,0,0,100,0,0,0,,"Doll Shoes (Blue)","Chaussures de Poupée (bleu)",,"娃娃的鞋子(蓝)","娃娃的鞋子(藍)",,,,,,,,,
612,"人形の靴（黒）","shoes_a000c_p51+shoes_a000c_p62",13,0,0,0,100,0,0,0,,"Doll Shoes (Black)","Chaussures de Poupée (noir)",,"娃娃的鞋子(黑)","娃娃的鞋子(黑)",,,,,,,,,
613,"クロヴィスの手提げ人形","basket_z160a_p78",21,0,0,0,100,0,0,0,,"Clovis Doll","Poupée de Clovis",,"克洛维斯的手提公仔","克洛維斯的手提公仔",,,,,,,,,
614,"コウモリの羽飾り","ribbon_x002a_p117+ribbon_x002a_p16",20,0,0,0,100,0,0,0,,"Bat Wing Head Dress","Ailes de Chauve-souris",,"蝙蝠翅膀头饰","蝙蝠翅膀頭飾",,,,,,,,,
615,"ヴァンパイアドレス","dress_x012a_p33+dress_x012a_p67+dress_x012a_p87",12,0,0,0,100,0,0,0,,"Vampire Gown","Robe de Vampire",,"吸血鬼礼服","吸血鬼禮服",,,,,,,,,
616,"メレンのペイント","paint_z021a_p98",22,0,0,0,100,0,0,0,,"Melen's Painting","Peinture de Melen",,"梅伦的彩绘","梅倫的彩繪",,,,,,,,,
617,"メレンの髪型","hair_z021a_p108+hair_z021a_p18",3,0,0,0,100,0,0,0,,"Melen's Hairstyle","Coiffure de Melen",,"梅伦的发型","梅倫的髮型",,,,,,,,,
618,"ルートの髪型","hair_z032a_p108+hair_z032a_p94+hair_z032a_p18",3,0,0,0,100,0,0,0,,"Rood's Hairstyle","Coiffure de Rood",,"路德的发型","路德的髮型",,,,,,,,,
619,"ブラウの髪型","hair_z039a_p108+hair_z039a_p18",3,0,0,0,100,0,0,0,,"Blau's Hairstyle","Coiffure de Blau",,"布劳的发型","布勞的髮型",,,,,,,,,
620,"ヒューゴの頭のせ人形","hat_z162a_p112",20,0,0,0,100,0,0,0,,"Hugo Stacking Doll","Poupée de Hugo (Coiffure)",,"雨果的趴头娃娃","雨果的趴頭娃娃",,,,,,,,,
621,"ダイス（黒）","fairy_x003a_p3",23,0,0,0,100,0,0,0,,"Dice (Black)","Dé (noir)",,"骰子(黑)","骰子(黑)",,,,,,,,,
622,"ダイス（白）","fairy_x003b_p3",23,0,0,0,100,0,0,0,,"Dice (White)","Dé (blanc)",,"骰子(白)","骰子(白)",,,,,,,,,
623,"グレゴールの頭のせ人形","hat_z164a_p112",20,0,0,0,100,0,0,0,,"Gregor Stacking Doll","Poupée de Gregor (Coiffure)",,"格雷高尔的趴头娃娃","格雷高爾的趴頭娃娃",,,,,,,,,
624,"リーズの手提げ人形 ","lefthand_z124k_p34",21,0,0,0,100,0,0,0,,"Riesz Doll 2","Poupée de Riesz",,"里斯的手提公仔","里斯的手提公仔",,,,,,,,,
625,"ブラウの手提げ人形 ","lefthand_z139k_p34",21,0,0,0,100,0,0,0,,"Blau Doll 2","Poupée de Blau",,"布劳的手提公仔","布勞的手提公仔",,,,,,,,,
626,"リンナエウスの手提げ人形 ","lefthand_z152k_p34",21,0,0,0,100,0,0,0,,"Linnaeus Doll 2","Poupée de Linnaeus",,"林奈乌斯的手提公仔","林奈烏斯的手提公仔",,,,,,,,,
627,"ヒューゴの手提げ人形","basket_z162a_p78",21,0,0,0,100,0,0,0,,"Hugo Doll","Poupée de Hugo",,"雨果的手提公仔","雨果的手提公仔",,,,,,,,,
628,"オーロール隊ブーツ","shoes_z020a_p51+shoes_z020a_p62",13,0,0,0,100,0,0,0,,"Boots of the Aurora Company","Bottes d'Aurore",,"奥罗尔队的鞋子","奧羅爾隊的鞋子",,,,,,,,,
629,"オーロール隊パンツ","skirt_z020a_p48+skirt_z020a_p59",11,0,0,0,100,0,0,0,,"Pants of the Aurora Company","Pantalon d'Aurore",,"奥罗尔队的裤子","奧羅爾隊的褲子",,,,,,,,,
630,"オーロール隊上着","blouse_z020a_p33+blouse_z020a_p67+blouse_z020a_p87",10,0,0,0,100,0,0,0,,"Coat of the Aurora Company ","Veste d'Aurore",,"奥罗尔队的上衣","奧羅爾隊的上衣",,,,,,,,,
631,"エイダの髪型","hair_z020a_p108+hair_z020a_p18",3,0,0,0,100,0,0,0,,"Ada's Hairstyle","Coiffure d'Ada",,"艾妲的发型","艾妲的髮型",,,,,,,,,
632,"ヴィルヘルムの髪型","hair_z048a_p108+hair_z048a_p18",3,0,0,0,100,0,0,0,,"Wilhelm's Hairstyle","Coiffure de Wilhelm",,"威廉的发型","威廉的髮型",,,,,,,,,
633,"エヴァリストの手提げ人形","lefthand_z101p_p34",21,0,0,0,100,0,0,0,,"Evarist Doll","Poupée d'Evarist","에바리스트의 인형","艾伯李斯特的手提公仔","艾伯李斯特的手提公仔","Evarist Plushie",,,,,,,,
634,"ロッソの手提げ人形","lefthand_z119p_p34",21,0,0,0,100,0,0,0,,"Rosso Doll","Poupée de Rosso","로쏘 인형","罗索的手提公仔","羅索的手提公仔",,,,,,,,,
635,"グリュンワルドの手提げ人形","lefthand_z103p_p34",21,0,0,0,100,0,0,0,,"Grunwald Doll","Poupée de Grunwald","그룬왈드 인형","古鲁瓦尔多的手提公仔","古魯瓦爾多的手提公仔","Grunwald Plushie","ตุ๊กตากรุนวัลด์ชูมือ",,,,,,,
636,"リーズの手提げ人形","lefthand_z124p_p34",21,0,0,0,100,0,0,0,,"Riesz Doll","Poupée de Riesz","리즈 인형","里斯的手提公仔","里斯的手提公仔","Riesz Plushie","ตุ๊กตารีซชูมือ",,,,,,,
637,"マルセウスの手提げ人形","lefthand_z131p_p34",21,0,0,0,100,0,0,0,,"Marseus Doll","Poupée de Marseus","마르세우스 인형","玛尔瑟斯的手提公仔","瑪爾瑟斯的手提公仔",,,,,,,,,
638,"マルグリッドの手提げ人形","lefthand_z115p_p34",21,0,0,0,100,0,0,0,,"Marguerite Doll","Poupée de Marguerite",,"玛格莉特的手提公仔","瑪格莉特的手提公仔",,,,,,,,,
639,"カレンベルクの手提げ人形","lefthand_z140p_p34",21,0,0,0,100,0,0,0,,"Karenberg Doll","Poupée de Karenberg","카렌베르크 인형","凯伦贝克的手提公仔","凱倫貝克的手提公仔","Karenberg Plushie","ตุ๊กตาคาเรนเบิร์กชูมือ",,,,,,,
640,"C.C.の髪型","hair_z036a_p108+hair_z036a_p94+hair_z036a_p18",3,0,0,0,100,0,0,0,,"C.C.'s Hairstyle","Coiffure de C.C.",,"C.C.的发型","C.C.的髮型",,,,,,,,,
641,"タイレルの髪型","hair_z046a_p108",3,0,0,0,100,0,0,0,,"Tyrrell's Hairstyle","Coiffure de Tyrell",,"泰瑞尔的发型","泰瑞爾的髮型",,,,,,,,,
642,"ウィンターブーツ","shoes_x013a_p51+shoes_x013a_p62",13,0,0,0,100,0,0,0,,"Winter Boots","Bottes d'hiver",,"冬季靴","冬季靴",,,,,,,,,
643,"ウィンターハット","hat_x013a_p112",20,0,0,0,100,0,0,0,,"Winter Hat","Chapeau d'hiver",,"冬季帽子","冬季帽子",,,,,,,,,
644,"ウィンターコート（赤）","dress_x013b_p33+dress_x013b_p67+dress_x013b_p87",12,0,0,0,100,0,0,0,,"Winter Coat (Red)","Manteau d'hiver (rouge)",,"冬季外套(红)","冬季外套(紅)",,,,,,,,,
645,"ウィンターコート（灰）","dress_x013a_p33+dress_x013a_p67+dress_x013a_p87",12,0,0,0,100,0,0,0,,"Winter Coat (Grey)","Manteau d'hiver (gris)",,"冬季外套(灰)","冬季外套(灰)",,,,,,,,,
646,"ウィンターコート（黒）","dress_x013c_p33+dress_x013c_p67+dress_x013c_p87",12,0,0,0,100,0,0,0,,"Winter Coat (Black)","Manteau d'hiver (noir)",,"冬季外套(黑)","冬季外套(黑)",,,,,,,,,
647,"アリステリアの靴","shoes_z061a_p51+shoes_z061a_p62",13,0,0,0,100,0,0,0,,"Alicetaria's Shoes","Chaussures d'Aristeria",,"艾莉丝泰莉雅的鞋子","艾莉絲泰莉雅的鞋子",,,,,,,,,
648,"アリステリアのパンスト","skirt_z061a_p48+skirt_z061a_p59",11,0,0,0,100,0,0,0,,"Alicetaria's Stockings","Collants d'Aristeria",,"艾莉丝泰莉雅的丝袜","艾莉絲泰莉雅的絲襪",,,,,,,,,
649,"アリステリアのドレス","blouse_z061a_p33+blouse_z061a_p40+blouse_z061a_p67+blouse_z061a_p87",12,0,0,0,100,0,0,0,,"Alicetaria's Dress","Robe d'Aristeria",,"艾莉丝泰莉雅的礼服","艾莉絲泰莉雅的禮服",,,,,,,,,
650,"アリステリアの手提げ人形","basket_z161a_p78",21,0,0,0,100,0,0,0,,"Alicetaria Doll 2","Poupée d'Astéria",,"艾莉丝泰莉雅的手提公仔","艾莉絲泰莉雅的手提公仔",,,,,,,,,
651,"シェリの手提げ人形","lefthand_z111p_p34",21,0,0,0,100,0,0,0,,"Sheri Doll","Poupée de Sheri","쉐리 인형","雪莉的手提公仔","雪莉的手提公仔",,"ตุ๊กตาเชรีชูมือ",,,,,,,
652,"タイレルの手提げ人形","lefthand_z146p_p34",21,0,0,0,100,0,0,0,,"Tyrrell Doll","Poupée de Tyrrell",,"泰瑞尔的手提公仔","泰瑞爾的手提公仔",,,,,,,,,
653,"ヴィルヘルムの手提げ人形","lefthand_z148p_p34",21,0,0,0,100,0,0,0,,"Wilhelm Doll","Poupée de Wilhelm",,"威廉的手提公仔","威廉的手提公仔",,,,,,,,,
654,"アリアーヌの手提げ人形","basket_z163a_p78",21,0,0,0,100,0,0,0,,"Ariane Doll 2","Poupée d'Ariane",,"艾莉亚娜的手提公仔","艾莉亞娜的手提公仔",,,,,,,,,
655,"リンナエウスの杖","basket_z052a_p78",21,0,0,0,100,0,0,0,,"Linnaeus' Rod","Bâton de Linnaeus",,"林奈乌斯的手杖","林奈烏斯的手杖",,,,,,,,,
656,"機械蝶","fairy_z052a_p125",23,0,0,0,100,0,0,0,,"Mech Butterfly","Papillons mécaniques",,"机械蝶","機械蝶",,,,,,,,,
657,"リンナエウスの靴","shoes_z052a_p51+shoes_z052a_p62",13,0,0,0,100,0,0,0,,"Linnaeus' Boots","Chaussures de Linnaeus",,"林奈乌斯的鞋子","林奈烏斯的鞋子",,,,,,,,,
658,"リンナエウスのパンツ","skirt_z052a_p64",11,0,0,0,100,0,0,0,,"Linnaeus' Pants","Pantalon de Linnaeus",,"林奈乌斯的裤子","林奈烏斯的褲子",,,,,,,,,
659,"リンナエウスの上着","blouse_z052a_p33+blouse_z052a_p67+blouse_z052a_p87",10,0,0,0,100,0,0,0,,"Linnaeus' Coat","Veste de Linnaeus",,"林奈乌斯的上衣","林奈烏斯的上衣",,,,,,,,,
660,"リンナエウスの髪型","hair_z052a_p108+hair_z052a_p18",3,0,0,0,100,0,0,0,,"Linnaeus's Hairstyle","Coiffure de Linnaeus",,"林奈乌斯的发型","林奈烏斯的髮型",,,,,,,,,
661,"ルディアの髪型","hair_z047a_p108+hair_z047a_p18",3,0,0,0,100,0,0,0,,"Rudia's Hairstyle","Coiffure de Rudia",,"露缇亚的发型","露緹亞的髮型",,,,,,,,,
662,"ヴィルヘルムの手提げ人形（右）","lefthand_z148b_p34",21,0,0,0,100,0,0,0,,"Wilhelm Doll","Poupée de Wilhelm",,"威廉的手提公仔","威廉的手提公仔（右）",,,,,,,,,
663,"ノエラのサイハイブーツ","shoes_z069a_p51+shoes_z069a_p62",13,0,0,0,100,0,0,0,,"Noella's Knee High Boots","Bottes de Noëlla",,"诺艾菈的及膝靴","諾艾菈的及膝靴",,,,,,,,,
664,"ノエラのホットパンツ","skirt_z069a_p64",11,0,0,0,100,0,0,0,,"Noella's Hot Pants","Short de Noëlla",,"诺艾菈的热裤","諾艾菈的熱褲",,,,,,,,,
665,"ノエラの服","blouse_z069a_p33+blouse_z069a_p40+blouse_z069a_p67+blouse_z069a_p87",10,0,0,0,100,0,0,0,,"Noella's Outfit","Vêtement de Noëlla",,"诺艾菈的衣服","諾艾菈的衣服",,,,,,,,,
666,"ドニタの靴(R)","shoes_z016b_p51+shoes_z016b_p62",13,0,0,0,100,0,0,0,,"Donita's Boots (R)","Chaussures de Donita (R)",,"多妮妲的鞋子（R)","多妮妲的鞋子（R)",,,,,,,,,
667,"ドニタのドレス(R)","dress_z016b_p33+dress_z016b_p67+dress_z016b_p87",12,0,0,0,100,0,0,0,,"Donita's Dress (R)","Robe de Donita (R)",,"多妮妲的洋装（R)","多妮妲的洋裝（R)",,,,,,,,,
668,"ドニタの髪型（R）","hair_z016b_p108+hair_z016b_p18",3,0,0,0,100,0,0,0,,"Donita's Hairstyle (R)","Coiffure de Donita (R)",,"多妮妲的发型（R)","多妮妲的髮型（R)",,,,,,,,,
669,"グレゴールの手提げ人形","basket_z164a_p78",21,0,0,0,100,0,0,0,,"Gregor Doll","Poupée de Gregor",,"格雷高尔的手提公仔","格雷高爾的手提公仔",,,,,,,,,
670,"エヴァリストの手提げ人形（右）","lefthand_z101b_p34",21,0,0,0,100,0,0,0,,"Evarist Doll  (Right)","Poupée d'Evarist (Droite)","에바리스트의 인형","艾伯李斯特的手提公仔(右)","艾伯李斯特的手提公仔（右）","Evarist Plushie",,,,,,,,
671,"ロッソの手提げ人形（右）","lefthand_z119b_p34",21,0,0,0,100,0,0,0,,"Rosso Doll  (Right)","Poupée de Ross (Droite)","로쏘 인형","罗索的手提公仔(右)","羅索的手提公仔（右）",,,,,,,,,
672,"グリュンワルドの手提げ人形（右）","lefthand_z103b_p34",21,0,0,0,100,0,0,0,,"Grunwald Doll  (Right)","Poupée de Grunwald (Droite)","그룬왈드 인형","古鲁瓦尔多的手提公仔(右)","古魯瓦爾多的手提公仔（右）","Grunwald Plushie","ตุ๊กตากรุนวัลด์ชูมือ",,,,,,,
673,"リーズの手提げ人形（右）","lefthand_z124b_p34",21,0,0,0,100,0,0,0,,"Riesz Doll  (Right)","Poupée de Riesz (Droite)","리즈 인형","里斯的手提公仔(右)","里斯的手提公仔（右）","Riesz Plushie","ตุ๊กตารีซชูมือ",,,,,,,
674,"マルセウスの手提げ人形（右）","lefthand_z131b_p34",21,0,0,0,100,0,0,0,,"Marseus Doll  (Right)","Poupée de Marseus (Droite)","마르세우스 인형","玛尔瑟斯的手提公仔(右)","瑪爾瑟斯的手提公仔（右）",,,,,,,,,
675,"マルグリッドの手提げ人形（右）","lefthand_z115b_p34",21,0,0,0,100,0,0,0,,"Marguerite Doll  (Right)","Poupée de Marguerite (Droite)",,"玛格莉特的手提公仔(右)","瑪格莉特的手提公仔（右）",,,,,,,,,
676,"カレンベルクの手提げ人形（右）","lefthand_z140b_p34",21,0,0,0,100,0,0,0,,"Karenberg Doll  (Right)","Poupée de Karenberg (Droite)","카렌베르크 인형","凯伦贝克的手提公仔(右)","凱倫貝克的手提公仔（右）","Karenberg Plushie","ตุ๊กตาคาเรนเบิร์กชูมือ",,,,,,,
677,"シェリの手提げ人形（右）","lefthand_z111b_p34",21,0,0,0,100,0,0,0,,"Sheri Doll  (Right)","Poupée de She (Droite)","쉐리 인형","雪莉的手提公仔(右)","雪莉的手提公仔（右）",,"ตุ๊กตาเชรีชูมือ",,,,,,,
678,"タイレルの手提げ人形（右）","lefthand_z146b_p34",21,0,0,0,100,0,0,0,,"Tyrrell Doll  (Right)","Poupée de Tyrrel (Droite)",,"泰瑞尔的手提公仔(右)","泰瑞爾的手提公仔（右）",,,,,,,,,
679,"ディノのブーツ","shoes_z054a_p51+shoes_z054a_p62",13,0,0,0,100,0,0,0,,"Dino's Boots","Bottes de Dino",,"迪诺的鞋子","迪諾的鞋子",,,,,,,,,
680,"ディノのトラウザ","skirt_z054a_p48+skirt_z054a_p59",11,0,0,0,100,0,0,0,,"Dino's Trouser Pants","Pantalon de Dino",,"迪诺的长裤","迪諾的長褲",,,,,,,,,
681,"ディノの上着","blouse_z054a_p33+blouse_z054a_p67+blouse_z054a_p87",10,0,0,0,100,0,0,0,,"Dino's Coat","Veste de Dino",,"迪诺的上衣","迪諾的上衣",,,,,,,,,
682,"イデリハのブーツ","shoes_z058a_p51+shoes_z058a_p62",13,0,0,0,100,0,0,0,,"Ideriha's Boots","Bottes d'Ideriha",,"出叶的鞋子","出葉的鞋子",,,,,,,,,
683,"イデリハのトラウザ","skirt_z058a_p48+skirt_z058a_p59",11,0,0,0,100,0,0,0,,"Ideriha's Trouser Pants","Pantalon d'Ideriha",,"出叶的长裤","出葉的長褲",,,,,,,,,
684,"イデリハの上着","blouse_z058a_p33+blouse_z058a_p67+blouse_z058a_p87+blouse_z058a_p40+blouse_z058a_p111",10,0,0,0,100,0,0,0,,"Ideriha's Coat","Veste d'Ideriha",,"出叶的上衣","出葉的上衣",,,,,,,,,
685,"イデリハのコート","mant_z058a_p91+mant_z058a_p75+mant_z058a_p36+mant_z058a_p21+mant_z058a_p111",12,0,0,0,100,0,0,0,,"Ideriha's Overcoat","Manteau d'Ideriha",,"出叶的大衣","出葉的大衣",,,,,,,,,
686,"ユハニの頭のせ人形","hat_z168a_p112",20,0,0,0,100,0,0,0,,"Juhani Stacking Doll","Poupée de Juhani (Coiffure)",,"尤哈尼的趴头娃娃","尤哈尼的趴頭娃娃",,,,,,,,,
687,"レタの手提げ人形","basket_z165a_p78",21,0,0,0,100,0,0,0,,"Leta Doll","Poupée de Leta",,"蕾塔的手提公仔","蕾塔的手提公仔",,,,,,,,,
688,"エプシロンの手提げ人形","basket_z166a_p78",21,0,0,0,100,0,0,0,,"Epsilon Doll","Poupée d'Epsilon",,"伊普西隆的手提公仔","伊普西隆的手提公仔",,,,,,,,,
689,"エヴァリスト柄の枕","lefthand_z001a_p34",21,0,0,0,100,0,0,0,,"Pillow (with Evarist's picture)","Oreiller à l'image d'Evarist",,"枕头(艾伯李斯特图案)","枕頭(艾伯李斯特圖案)",,,,,,,,,
690,"ラウルの頭のせ人形","hat_z170a_p112",20,0,0,0,100,0,0,0,,"Raul Doll 2","Poupée de Raul (Coiffure)",,"劳尔的趴头娃娃","勞爾的趴頭娃娃",,,,,,,,,
691,"カレンベルクのブーツ ","shoes_z040a_p51+shoes_z040a_p62",13,0,0,0,100,0,0,0,,,"Bottes de Karenberg",,"凯伦贝克的的鞋子","凱倫貝克的的鞋子",,,,,,,,,
692,"カレンベルクのパンツ ","skirt_z040a_p48+skirt_z040a_p59+skirt_z040a_p64",11,0,0,0,100,0,0,0,,,"Pantalon de Karenberg",,"凯伦贝克的的裤子","凱倫貝克的的褲子",,,,,,,,,
693,"カレンベルクの上着 ","blouse_z040a_p33+blouse_z040a_p67+blouse_z040a_p87",10,0,0,0,100,0,0,0,,,"Veste de Karenberg",,"凯伦贝克的的上衣","凱倫貝克的的上衣",,,,,,,,,
694,"ユーリカのブーツ ","shoes_z051a_p51+shoes_z051a_p62",13,0,0,0,100,0,0,0,,,"Bottes d'Eurêka",,"尤莉卡的鞋子","尤莉卡的鞋子",,,,,,,,,
695,"ユーリカの修道服 ","dress_z051a_p33+dress_z051a_p48+dress_z051a_p59+dress_z051a_p67+dress_z051a_p87",12,0,0,0,100,0,0,0,,,"Robe d'Eurêka",,"尤莉卡的修女服","尤莉卡的修女服",,,,,,,,,
696,"ユーリカのウィンプル ","hat_z051a_p111+hat_z051a_p17",20,0,0,0,100,0,0,0,,,"Coiffe d'Eurêka",,"尤莉卡的包头巾","尤莉卡的包頭巾",,,,,,,,,
